location,date,vaccine,total_vaccinations
Italy,4/12/2021,Pfizer/BioNTech,9832013
Italy,4/13/2021,Moderna,924174
Italy,4/13/2021,Oxford/AstraZeneca,2785815
Italy,4/13/2021,Pfizer/BioNTech,9994436
Italy,4/14/2021,Moderna,950356
Italy,4/14/2021,Oxford/AstraZeneca,2885036
Italy,4/14/2021,Pfizer/BioNTech,10184397
Italy,4/15/2021,Moderna,974181
Italy,4/15/2021,Oxford/AstraZeneca,2972877
Italy,4/15/2021,Pfizer/BioNTech,10414773
Italy,4/16/2021,Moderna,994586
Italy,4/16/2021,Oxford/AstraZeneca,3079454
Italy,4/16/2021,Pfizer/BioNTech,10660547
Italy,4/17/2021,Moderna,1014988
Italy,4/17/2021,Oxford/AstraZeneca,3186761
Italy,4/17/2021,Pfizer/BioNTech,10882993
Italy,4/18/2021,Moderna,1027547
Italy,4/18/2021,Oxford/AstraZeneca,3259171
Italy,4/18/2021,Pfizer/BioNTech,11036922
Italy,4/19/2021,Moderna,1043802
Italy,4/19/2021,Oxford/AstraZeneca,3353999
Italy,4/19/2021,Pfizer/BioNTech,11231048
Italy,4/20/2021,Moderna,1066001
Italy,4/20/2021,Oxford/AstraZeneca,3449458
Italy,4/20/2021,Pfizer/BioNTech,11439314
Italy,4/21/2021,Moderna,1093458
Italy,4/21/2021,Oxford/AstraZeneca,3548961
Italy,4/21/2021,Pfizer/BioNTech,11674401
Italy,4/22/2021,Johnson&Johnson,287
Italy,4/22/2021,Moderna,1119465
Italy,4/22/2021,Oxford/AstraZeneca,3635684
Italy,4/22/2021,Pfizer/BioNTech,11928779
Latvia,12/28/2020,Pfizer/BioNTech,595
Latvia,12/29/2020,Pfizer/BioNTech,1468
Latvia,12/30/2020,Pfizer/BioNTech,2259
Latvia,1/4/2021,Pfizer/BioNTech,2958
Latvia,1/5/2021,Pfizer/BioNTech,3847
Latvia,1/6/2021,Pfizer/BioNTech,4623
Latvia,1/7/2021,Pfizer/BioNTech,5432
Latvia,1/8/2021,Pfizer/BioNTech,6338
Latvia,1/9/2021,Pfizer/BioNTech,6643
Latvia,1/10/2021,Pfizer/BioNTech,6979
Latvia,1/11/2021,Pfizer/BioNTech,8346
Latvia,1/12/2021,Pfizer/BioNTech,9973
Latvia,1/13/2021,Moderna,130
Latvia,1/13/2021,Pfizer/BioNTech,11354
Latvia,1/14/2021,Moderna,552
Latvia,1/14/2021,Pfizer/BioNTech,12754
Latvia,1/15/2021,Moderna,912
Latvia,1/15/2021,Pfizer/BioNTech,14267
Latvia,1/16/2021,Moderna,942
Latvia,1/16/2021,Pfizer/BioNTech,14905
Latvia,1/17/2021,Pfizer/BioNTech,15022
Latvia,1/18/2021,Moderna,1086
Latvia,1/18/2021,Pfizer/BioNTech,15722
Latvia,1/19/2021,Moderna,1147
Latvia,1/19/2021,Pfizer/BioNTech,16537
Latvia,1/20/2021,Moderna,1157
Latvia,1/20/2021,Pfizer/BioNTech,17297
Latvia,1/21/2021,Pfizer/BioNTech,17576
Latvia,1/22/2021,Moderna,1177
Latvia,1/22/2021,Pfizer/BioNTech,17771
Latvia,1/23/2021,Pfizer/BioNTech,17897
Latvia,1/25/2021,Pfizer/BioNTech,18564
Latvia,1/26/2021,Moderna,1188
Latvia,1/26/2021,Pfizer/BioNTech,19401
Latvia,1/27/2021,Pfizer/BioNTech,20219
Latvia,1/28/2021,Pfizer/BioNTech,21000
Latvia,1/29/2021,Moderna,1199
Latvia,1/29/2021,Pfizer/BioNTech,21951
Latvia,1/30/2021,Pfizer/BioNTech,22259
Latvia,1/31/2021,Pfizer/BioNTech,22593
Latvia,2/1/2021,Pfizer/BioNTech,23780
Latvia,2/2/2021,Moderna,1319
Latvia,2/2/2021,Oxford/AstraZeneca,1
Latvia,2/2/2021,Pfizer/BioNTech,25470
Latvia,2/3/2021,Moderna,1539
Latvia,2/3/2021,Pfizer/BioNTech,26872
Latvia,2/4/2021,Moderna,1650
Latvia,2/4/2021,Pfizer/BioNTech,28264
Latvia,2/5/2021,Moderna,1740
Latvia,2/5/2021,Pfizer/BioNTech,29841
Latvia,2/6/2021,Pfizer/BioNTech,30407
Latvia,2/7/2021,Pfizer/BioNTech,30532
Latvia,2/8/2021,Moderna,1780
Latvia,2/8/2021,Pfizer/BioNTech,30903
Latvia,2/9/2021,Moderna,1800
Latvia,2/9/2021,Oxford/AstraZeneca,21
Latvia,2/9/2021,Pfizer/BioNTech,31047
Latvia,2/10/2021,Moderna,1927
Latvia,2/10/2021,Oxford/AstraZeneca,436
Latvia,2/10/2021,Pfizer/BioNTech,31133
Latvia,2/11/2021,Moderna,2308
Latvia,2/11/2021,Oxford/AstraZeneca,1529
Latvia,2/11/2021,Pfizer/BioNTech,31441
Latvia,2/12/2021,Moderna,2647
Latvia,2/12/2021,Oxford/AstraZeneca,2693
Latvia,2/12/2021,Pfizer/BioNTech,31667
Latvia,2/13/2021,Moderna,2697
Latvia,2/13/2021,Oxford/AstraZeneca,2915
Latvia,2/13/2021,Pfizer/BioNTech,31796
Latvia,2/14/2021,Moderna,2717
Latvia,2/14/2021,Oxford/AstraZeneca,2916
Latvia,2/15/2021,Moderna,2868
Latvia,2/15/2021,Oxford/AstraZeneca,3612
Latvia,2/15/2021,Pfizer/BioNTech,31823
Latvia,2/16/2021,Moderna,3087
Latvia,2/16/2021,Oxford/AstraZeneca,4756
Latvia,2/16/2021,Pfizer/BioNTech,31841
Latvia,2/17/2021,Moderna,3219
Latvia,2/17/2021,Oxford/AstraZeneca,6462
Latvia,2/17/2021,Pfizer/BioNTech,31995
Latvia,2/18/2021,Moderna,3457
Latvia,2/18/2021,Oxford/AstraZeneca,7713
Latvia,2/18/2021,Pfizer/BioNTech,32054
Latvia,2/19/2021,Moderna,3665
Latvia,2/19/2021,Oxford/AstraZeneca,8800
Latvia,2/19/2021,Pfizer/BioNTech,32110
Latvia,2/20/2021,Moderna,3684
Latvia,2/20/2021,Oxford/AstraZeneca,9552
Latvia,2/21/2021,Oxford/AstraZeneca,10360
Latvia,2/22/2021,Moderna,3928
Latvia,2/22/2021,Oxford/AstraZeneca,11868
Latvia,2/22/2021,Pfizer/BioNTech,32142
Latvia,2/23/2021,Moderna,4149
Latvia,2/23/2021,Oxford/AstraZeneca,14000
Latvia,2/23/2021,Pfizer/BioNTech,32169
Latvia,2/24/2021,Moderna,4300
Latvia,2/24/2021,Oxford/AstraZeneca,18120
Latvia,2/24/2021,Pfizer/BioNTech,32208
Latvia,2/25/2021,Moderna,4560
Latvia,2/25/2021,Oxford/AstraZeneca,21946
Latvia,2/25/2021,Pfizer/BioNTech,32298
Latvia,2/26/2021,Moderna,4774
Latvia,2/26/2021,Oxford/AstraZeneca,24965
Latvia,2/26/2021,Pfizer/BioNTech,32429
Latvia,2/27/2021,Moderna,5094
Latvia,2/27/2021,Oxford/AstraZeneca,25222
Latvia,2/27/2021,Pfizer/BioNTech,32438
Latvia,2/28/2021,Moderna,5095
Latvia,2/28/2021,Oxford/AstraZeneca,25352
Latvia,3/1/2021,Moderna,5477
Latvia,3/1/2021,Oxford/AstraZeneca,26487
Latvia,3/1/2021,Pfizer/BioNTech,32679
Latvia,3/2/2021,Moderna,6199
Latvia,3/2/2021,Oxford/AstraZeneca,27617
Latvia,3/2/2021,Pfizer/BioNTech,33003
Latvia,3/3/2021,Moderna,6947
Latvia,3/3/2021,Oxford/AstraZeneca,30317
Latvia,3/3/2021,Pfizer/BioNTech,33652
Latvia,3/4/2021,Moderna,7474
Latvia,3/4/2021,Oxford/AstraZeneca,35233
Latvia,3/4/2021,Pfizer/BioNTech,34177
Latvia,3/5/2021,Moderna,7950
Latvia,3/5/2021,Oxford/AstraZeneca,39212
Latvia,3/5/2021,Pfizer/BioNTech,34526
Latvia,3/6/2021,Moderna,8034
Latvia,3/6/2021,Oxford/AstraZeneca,39897
Latvia,3/7/2021,Oxford/AstraZeneca,39971
Latvia,3/8/2021,Moderna,8296
Latvia,3/8/2021,Oxford/AstraZeneca,41402
Latvia,3/9/2021,Moderna,8652
Latvia,3/9/2021,Oxford/AstraZeneca,43150
Latvia,3/9/2021,Pfizer/BioNTech,34765
Latvia,3/10/2021,Moderna,8932
Latvia,3/10/2021,Oxford/AstraZeneca,44766
Latvia,3/10/2021,Pfizer/BioNTech,35327
Latvia,3/11/2021,Moderna,9087
Latvia,3/11/2021,Oxford/AstraZeneca,47100
Latvia,3/11/2021,Pfizer/BioNTech,35471
Latvia,3/12/2021,Moderna,9220
Latvia,3/12/2021,Oxford/AstraZeneca,51853
Latvia,3/12/2021,Pfizer/BioNTech,35512
Latvia,3/13/2021,Moderna,9290
Latvia,3/13/2021,Oxford/AstraZeneca,52685
Latvia,3/14/2021,Oxford/AstraZeneca,52757
Latvia,3/15/2021,Moderna,9391
Latvia,3/15/2021,Oxford/AstraZeneca,56376
Latvia,3/16/2021,Moderna,9553
Latvia,3/16/2021,Oxford/AstraZeneca,56380
Latvia,3/16/2021,Pfizer/BioNTech,35522
Latvia,3/17/2021,Moderna,9713
Latvia,3/17/2021,Oxford/AstraZeneca,56381
Latvia,3/17/2021,Pfizer/BioNTech,35528
Latvia,3/18/2021,Moderna,9933
Latvia,3/18/2021,Oxford/AstraZeneca,56382
Latvia,3/18/2021,Pfizer/BioNTech,35581
Latvia,3/19/2021,Moderna,10226
Latvia,3/19/2021,Oxford/AstraZeneca,56695
Latvia,3/19/2021,Pfizer/BioNTech,35675
Latvia,3/20/2021,Moderna,10276
Latvia,3/20/2021,Oxford/AstraZeneca,57045
Latvia,3/21/2021,Oxford/AstraZeneca,57069
Latvia,3/22/2021,Moderna,10882
Latvia,3/22/2021,Oxford/AstraZeneca,59069
Latvia,3/23/2021,Moderna,12078
Latvia,3/23/2021,Oxford/AstraZeneca,63127
Latvia,3/23/2021,Pfizer/BioNTech,35868
Latvia,3/24/2021,Moderna,13546
Latvia,3/24/2021,Oxford/AstraZeneca,67216
Latvia,3/24/2021,Pfizer/BioNTech,36408
Latvia,3/25/2021,Moderna,15139
Latvia,3/25/2021,Oxford/AstraZeneca,70486
Latvia,3/25/2021,Pfizer/BioNTech,36888
Latvia,3/26/2021,Moderna,16795
Latvia,3/26/2021,Oxford/AstraZeneca,72363
Latvia,3/26/2021,Pfizer/BioNTech,37335
Latvia,3/27/2021,Moderna,17197
Latvia,3/27/2021,Oxford/AstraZeneca,72524
Latvia,3/28/2021,Oxford/AstraZeneca,72552
Latvia,3/29/2021,Moderna,18206
Latvia,3/29/2021,Oxford/AstraZeneca,73631
Latvia,3/30/2021,Moderna,19495
Latvia,3/30/2021,Oxford/AstraZeneca,76358
Latvia,3/30/2021,Pfizer/BioNTech,38308
Latvia,3/31/2021,Moderna,20831
Latvia,3/31/2021,Oxford/AstraZeneca,79031
Latvia,3/31/2021,Pfizer/BioNTech,39991
Latvia,4/1/2021,Moderna,22307
Latvia,4/1/2021,Oxford/AstraZeneca,81042
Latvia,4/1/2021,Pfizer/BioNTech,40613
Latvia,4/2/2021,Moderna,22549
Latvia,4/2/2021,Oxford/AstraZeneca,81361
Latvia,4/2/2021,Pfizer/BioNTech,40614
Latvia,4/3/2021,Moderna,22701
Latvia,4/3/2021,Oxford/AstraZeneca,84416
Latvia,4/3/2021,Pfizer/BioNTech,40749
Latvia,4/4/2021,Moderna,22709
Latvia,4/4/2021,Oxford/AstraZeneca,86031
Latvia,4/5/2021,Moderna,22840
Latvia,4/5/2021,Oxford/AstraZeneca,88757
Latvia,4/6/2021,Moderna,24553
Latvia,4/6/2021,Oxford/AstraZeneca,92242
Latvia,4/6/2021,Pfizer/BioNTech,40799
Latvia,4/7/2021,Moderna,26923
Latvia,4/7/2021,Oxford/AstraZeneca,98866
Latvia,4/7/2021,Pfizer/BioNTech,40919
Latvia,4/8/2021,Moderna,28902
Latvia,4/8/2021,Oxford/AstraZeneca,103453
Latvia,4/8/2021,Pfizer/BioNTech,41377
Latvia,4/9/2021,Moderna,30302
Latvia,4/9/2021,Oxford/AstraZeneca,106570
Latvia,4/9/2021,Pfizer/BioNTech,41671
Latvia,4/10/2021,Moderna,30443
Latvia,4/10/2021,Oxford/AstraZeneca,107991
Latvia,4/10/2021,Pfizer/BioNTech,41718
Latvia,4/11/2021,Oxford/AstraZeneca,108077
Latvia,4/12/2021,Moderna,31002
Latvia,4/12/2021,Oxford/AstraZeneca,109509
Latvia,4/12/2021,Pfizer/BioNTech,42128
Latvia,4/13/2021,Moderna,31880
Latvia,4/13/2021,Oxford/AstraZeneca,111067
Latvia,4/13/2021,Pfizer/BioNTech,43352
Latvia,4/14/2021,Moderna,33743
Latvia,4/14/2021,Oxford/AstraZeneca,113087
Latvia,4/14/2021,Pfizer/BioNTech,45754
Latvia,4/15/2021,Moderna,35544
Latvia,4/15/2021,Oxford/AstraZeneca,114919
Latvia,4/15/2021,Pfizer/BioNTech,48002
Latvia,4/16/2021,Moderna,36404
Latvia,4/16/2021,Oxford/AstraZeneca,118718
Latvia,4/16/2021,Pfizer/BioNTech,51322
Latvia,4/17/2021,Moderna,36615
Latvia,4/17/2021,Oxford/AstraZeneca,123282
Latvia,4/17/2021,Pfizer/BioNTech,52102
Latvia,4/18/2021,Moderna,36712
Latvia,4/18/2021,Oxford/AstraZeneca,123666
Latvia,4/18/2021,Pfizer/BioNTech,52540
Latvia,4/19/2021,Moderna,38014
Latvia,4/19/2021,Oxford/AstraZeneca,124479
Latvia,4/19/2021,Pfizer/BioNTech,54038
Latvia,4/20/2021,Moderna,41885
Latvia,4/20/2021,Oxford/AstraZeneca,125376
Latvia,4/20/2021,Pfizer/BioNTech,56069
Latvia,4/21/2021,Moderna,47082
Latvia,4/21/2021,Oxford/AstraZeneca,126593
Latvia,4/21/2021,Pfizer/BioNTech,59025
Latvia,4/22/2021,Moderna,52340
Latvia,4/22/2021,Oxford/AstraZeneca,127234
Latvia,4/22/2021,Pfizer/BioNTech,61248
Lithuania,12/27/2020,Pfizer/BioNTech,2420
Lithuania,12/28/2020,Pfizer/BioNTech,5207
Lithuania,12/29/2020,Pfizer/BioNTech,8194
Lithuania,12/30/2020,Pfizer/BioNTech,9726
Lithuania,12/31/2020,Pfizer/BioNTech,9751
Lithuania,1/4/2021,Pfizer/BioNTech,9752
Lithuania,1/5/2021,Pfizer/BioNTech,10375
Lithuania,1/6/2021,Pfizer/BioNTech,13875
Lithuania,1/7/2021,Pfizer/BioNTech,18030
Lithuania,1/8/2021,Pfizer/BioNTech,23203
Lithuania,1/9/2021,Pfizer/BioNTech,23507
Lithuania,1/10/2021,Pfizer/BioNTech,23510
Lithuania,1/11/2021,Pfizer/BioNTech,25719
Lithuania,1/12/2021,Pfizer/BioNTech,27806
Lithuania,1/13/2021,Moderna,163
Lithuania,1/13/2021,Pfizer/BioNTech,33877
Lithuania,1/14/2021,Moderna,471
Lithuania,1/14/2021,Pfizer/BioNTech,42197
Lithuania,1/15/2021,Moderna,1041
Lithuania,1/15/2021,Pfizer/BioNTech,48899
Lithuania,1/16/2021,Pfizer/BioNTech,50002
Lithuania,1/17/2021,Moderna,1042
Lithuania,1/17/2021,Pfizer/BioNTech,51132
Lithuania,1/18/2021,Moderna,1578
Lithuania,1/18/2021,Pfizer/BioNTech,55111
Lithuania,1/19/2021,Moderna,2074
Lithuania,1/19/2021,Pfizer/BioNTech,60902
Lithuania,1/20/2021,Moderna,2312
Lithuania,1/20/2021,Pfizer/BioNTech,64133
Lithuania,1/21/2021,Moderna,2372
Lithuania,1/21/2021,Pfizer/BioNTech,65622
Lithuania,1/22/2021,Pfizer/BioNTech,66015
Lithuania,1/23/2021,Pfizer/BioNTech,66023
Lithuania,1/25/2021,Pfizer/BioNTech,66125
Lithuania,1/26/2021,Pfizer/BioNTech,69226
Lithuania,1/27/2021,Pfizer/BioNTech,76112
Lithuania,1/28/2021,Pfizer/BioNTech,83183
Lithuania,1/29/2021,Pfizer/BioNTech,91236
Lithuania,1/30/2021,Pfizer/BioNTech,91865
Lithuania,1/31/2021,Pfizer/BioNTech,91873
Lithuania,2/1/2021,Pfizer/BioNTech,94755
Lithuania,2/2/2021,Moderna,2693
Lithuania,2/2/2021,Pfizer/BioNTech,98296
Lithuania,2/3/2021,Moderna,3320
Lithuania,2/3/2021,Pfizer/BioNTech,104458
Lithuania,2/4/2021,Moderna,3884
Lithuania,2/4/2021,Oxford/AstraZeneca,1
Lithuania,2/4/2021,Pfizer/BioNTech,113728
Lithuania,2/5/2021,Moderna,4029
Lithuania,2/5/2021,Pfizer/BioNTech,120832
Lithuania,2/6/2021,Pfizer/BioNTech,121558
Lithuania,2/7/2021,Pfizer/BioNTech,121655
Lithuania,2/8/2021,Moderna,4117
Lithuania,2/8/2021,Pfizer/BioNTech,124218
Lithuania,2/9/2021,Moderna,4358
Lithuania,2/9/2021,Oxford/AstraZeneca,300
Lithuania,2/9/2021,Pfizer/BioNTech,126525
Lithuania,2/10/2021,Moderna,4668
Lithuania,2/10/2021,Oxford/AstraZeneca,3023
Lithuania,2/10/2021,Pfizer/BioNTech,129641
Lithuania,2/11/2021,Moderna,5100
Lithuania,2/11/2021,Oxford/AstraZeneca,5515
Lithuania,2/11/2021,Pfizer/BioNTech,135760
Lithuania,2/12/2021,Moderna,5716
Lithuania,2/12/2021,Oxford/AstraZeneca,7448
Lithuania,2/12/2021,Pfizer/BioNTech,140489
Lithuania,2/13/2021,Moderna,5721
Lithuania,2/13/2021,Oxford/AstraZeneca,7757
Lithuania,2/13/2021,Pfizer/BioNTech,140621
Lithuania,2/15/2021,Moderna,6970
Lithuania,2/15/2021,Oxford/AstraZeneca,9602
Lithuania,2/15/2021,Pfizer/BioNTech,142169
Lithuania,2/16/2021,Pfizer/BioNTech,142700
Lithuania,2/17/2021,Moderna,8323
Lithuania,2/17/2021,Oxford/AstraZeneca,10574
Lithuania,2/17/2021,Pfizer/BioNTech,148619
Lithuania,2/18/2021,Moderna,8858
Lithuania,2/18/2021,Oxford/AstraZeneca,12048
Lithuania,2/18/2021,Pfizer/BioNTech,157929
Lithuania,2/19/2021,Moderna,9335
Lithuania,2/19/2021,Oxford/AstraZeneca,14804
Lithuania,2/19/2021,Pfizer/BioNTech,165141
Lithuania,2/20/2021,Oxford/AstraZeneca,15109
Lithuania,2/20/2021,Pfizer/BioNTech,165845
Lithuania,2/22/2021,Moderna,9504
Lithuania,2/22/2021,Oxford/AstraZeneca,17177
Lithuania,2/22/2021,Pfizer/BioNTech,169080
Lithuania,2/23/2021,Moderna,9917
Lithuania,2/23/2021,Oxford/AstraZeneca,19173
Lithuania,2/23/2021,Pfizer/BioNTech,175296
Lithuania,2/24/2021,Moderna,10050
Lithuania,2/24/2021,Oxford/AstraZeneca,21877
Lithuania,2/24/2021,Pfizer/BioNTech,184125
Lithuania,2/25/2021,Moderna,10761
Lithuania,2/25/2021,Oxford/AstraZeneca,25948
Lithuania,2/25/2021,Pfizer/BioNTech,191160
Lithuania,2/26/2021,Moderna,12264
Lithuania,2/26/2021,Oxford/AstraZeneca,30206
Lithuania,2/26/2021,Pfizer/BioNTech,195372
Lithuania,2/27/2021,Oxford/AstraZeneca,30763
Lithuania,2/27/2021,Pfizer/BioNTech,195514
Lithuania,2/28/2021,Oxford/AstraZeneca,31122
Lithuania,2/28/2021,Pfizer/BioNTech,195565
Lithuania,3/1/2021,Moderna,15724
Lithuania,3/1/2021,Oxford/AstraZeneca,33919
Lithuania,3/1/2021,Pfizer/BioNTech,196838
Lithuania,3/2/2021,Moderna,17608
Lithuania,3/2/2021,Oxford/AstraZeneca,35587
Lithuania,3/2/2021,Pfizer/BioNTech,202614
Lithuania,3/3/2021,Moderna,19406
Lithuania,3/3/2021,Oxford/AstraZeneca,38715
Lithuania,3/3/2021,Pfizer/BioNTech,209592
Lithuania,3/4/2021,Moderna,20471
Lithuania,3/4/2021,Oxford/AstraZeneca,42167
Lithuania,3/4/2021,Pfizer/BioNTech,220426
Lithuania,3/5/2021,Moderna,21051
Lithuania,3/5/2021,Oxford/AstraZeneca,46431
Lithuania,3/5/2021,Pfizer/BioNTech,229514
Lithuania,3/6/2021,Moderna,21139
Lithuania,3/6/2021,Oxford/AstraZeneca,46694
Lithuania,3/6/2021,Pfizer/BioNTech,229788
Lithuania,3/7/2021,Pfizer/BioNTech,229789
Lithuania,3/8/2021,Moderna,21621
Lithuania,3/8/2021,Oxford/AstraZeneca,53376
Lithuania,3/8/2021,Pfizer/BioNTech,231517
Lithuania,3/9/2021,Moderna,22586
Lithuania,3/9/2021,Oxford/AstraZeneca,56131
Lithuania,3/9/2021,Pfizer/BioNTech,239656
Lithuania,3/10/2021,Moderna,22779
Lithuania,3/10/2021,Oxford/AstraZeneca,62142
Lithuania,3/10/2021,Pfizer/BioNTech,249050
Lithuania,3/11/2021,Oxford/AstraZeneca,62498
Lithuania,3/11/2021,Pfizer/BioNTech,249830
Lithuania,3/12/2021,Moderna,23033
Lithuania,3/12/2021,Oxford/AstraZeneca,68694
Lithuania,3/12/2021,Pfizer/BioNTech,261278
Lithuania,3/13/2021,Oxford/AstraZeneca,68982
Lithuania,3/13/2021,Pfizer/BioNTech,262735
Lithuania,3/14/2021,Oxford/AstraZeneca,68990
Lithuania,3/14/2021,Pfizer/BioNTech,262751
Lithuania,3/15/2021,Moderna,23133
Lithuania,3/15/2021,Oxford/AstraZeneca,74747
Lithuania,3/15/2021,Pfizer/BioNTech,264866
Lithuania,3/16/2021,Moderna,23335
Lithuania,3/16/2021,Oxford/AstraZeneca,78075
Lithuania,3/16/2021,Pfizer/BioNTech,271531
Lithuania,3/17/2021,Moderna,23441
Lithuania,3/17/2021,Oxford/AstraZeneca,78171
Lithuania,3/17/2021,Pfizer/BioNTech,281855
Lithuania,3/18/2021,Moderna,23572
Lithuania,3/18/2021,Oxford/AstraZeneca,78198
Lithuania,3/18/2021,Pfizer/BioNTech,290075
Lithuania,3/19/2021,Moderna,25781
Lithuania,3/19/2021,Oxford/AstraZeneca,78723
Lithuania,3/19/2021,Pfizer/BioNTech,296587
Lithuania,3/20/2021,Moderna,26315
Lithuania,3/20/2021,Pfizer/BioNTech,296787
Lithuania,3/21/2021,Moderna,26317
Lithuania,3/21/2021,Pfizer/BioNTech,296817
Lithuania,3/22/2021,Moderna,31113
Lithuania,3/22/2021,Oxford/AstraZeneca,81013
Lithuania,3/22/2021,Pfizer/BioNTech,297934
Lithuania,3/23/2021,Moderna,32670
Lithuania,3/23/2021,Oxford/AstraZeneca,83777
Lithuania,3/23/2021,Pfizer/BioNTech,306454
Lithuania,3/24/2021,Moderna,33785
Lithuania,3/24/2021,Oxford/AstraZeneca,88364
Lithuania,3/24/2021,Pfizer/BioNTech,318342
Lithuania,3/25/2021,Moderna,34790
Lithuania,3/25/2021,Oxford/AstraZeneca,92802
Lithuania,3/25/2021,Pfizer/BioNTech,329849
Lithuania,3/26/2021,Moderna,36414
Lithuania,3/26/2021,Oxford/AstraZeneca,98354
Lithuania,3/26/2021,Pfizer/BioNTech,339074
Lithuania,3/27/2021,Moderna,36490
Lithuania,3/27/2021,Oxford/AstraZeneca,101173
Lithuania,3/27/2021,Pfizer/BioNTech,339324
Lithuania,3/28/2021,Oxford/AstraZeneca,101273
Lithuania,3/28/2021,Pfizer/BioNTech,339408
Lithuania,3/29/2021,Moderna,37911
Lithuania,3/29/2021,Oxford/AstraZeneca,106727
Lithuania,3/29/2021,Pfizer/BioNTech,340395
Lithuania,3/30/2021,Moderna,38093
Lithuania,3/30/2021,Oxford/AstraZeneca,109216
Lithuania,3/30/2021,Pfizer/BioNTech,350544
Lithuania,3/31/2021,Moderna,39527
Lithuania,3/31/2021,Oxford/AstraZeneca,111268
Lithuania,3/31/2021,Pfizer/BioNTech,367719
Lithuania,4/1/2021,Moderna,46746
Lithuania,4/1/2021,Oxford/AstraZeneca,114105
Lithuania,4/1/2021,Pfizer/BioNTech,375865
Lithuania,4/2/2021,Moderna,53237
Lithuania,4/2/2021,Oxford/AstraZeneca,119755
Lithuania,4/2/2021,Pfizer/BioNTech,383442
Lithuania,4/3/2021,Moderna,53430
Lithuania,4/3/2021,Oxford/AstraZeneca,127459
Lithuania,4/3/2021,Pfizer/BioNTech,384202
Lithuania,4/4/2021,Oxford/AstraZeneca,129862
Lithuania,4/4/2021,Pfizer/BioNTech,384208
Lithuania,4/5/2021,Moderna,53440
Lithuania,4/5/2021,Oxford/AstraZeneca,133372
Lithuania,4/5/2021,Pfizer/BioNTech,384401
Lithuania,4/6/2021,Moderna,56104
Lithuania,4/6/2021,Oxford/AstraZeneca,143937
Lithuania,4/6/2021,Pfizer/BioNTech,385835
Lithuania,4/7/2021,Moderna,57355
Lithuania,4/7/2021,Oxford/AstraZeneca,153863
Lithuania,4/7/2021,Pfizer/BioNTech,387376
Lithuania,4/8/2021,Moderna,58737
Lithuania,4/8/2021,Oxford/AstraZeneca,156572
Lithuania,4/8/2021,Pfizer/BioNTech,410090
Lithuania,4/9/2021,Moderna,59166
Lithuania,4/9/2021,Oxford/AstraZeneca,161802
Lithuania,4/9/2021,Pfizer/BioNTech,437802
Lithuania,4/10/2021,Moderna,59242
Lithuania,4/10/2021,Oxford/AstraZeneca,165977
Lithuania,4/10/2021,Pfizer/BioNTech,449133
Lithuania,4/11/2021,Moderna,59296
Lithuania,4/11/2021,Oxford/AstraZeneca,166595
Lithuania,4/11/2021,Pfizer/BioNTech,450176
Lithuania,4/12/2021,Moderna,59590
Lithuania,4/12/2021,Oxford/AstraZeneca,170569
Lithuania,4/12/2021,Pfizer/BioNTech,454638
Lithuania,4/13/2021,Moderna,59991
Lithuania,4/13/2021,Oxford/AstraZeneca,173091
Lithuania,4/13/2021,Pfizer/BioNTech,470449
Lithuania,4/14/2021,Moderna,60213
Lithuania,4/14/2021,Oxford/AstraZeneca,174070
Lithuania,4/14/2021,Pfizer/BioNTech,495751
Lithuania,4/15/2021,Moderna,60459
Lithuania,4/15/2021,Oxford/AstraZeneca,177361
Lithuania,4/15/2021,Pfizer/BioNTech,515300
Lithuania,4/16/2021,Moderna,60726
Lithuania,4/16/2021,Oxford/AstraZeneca,183575
Lithuania,4/16/2021,Pfizer/BioNTech,529190
Lithuania,4/17/2021,Moderna,60758
Lithuania,4/17/2021,Oxford/AstraZeneca,184725
Lithuania,4/17/2021,Pfizer/BioNTech,530469
Lithuania,4/18/2021,Oxford/AstraZeneca,184805
Lithuania,4/18/2021,Pfizer/BioNTech,530473
Lithuania,4/19/2021,Moderna,61187
Lithuania,4/19/2021,Oxford/AstraZeneca,188770
Lithuania,4/19/2021,Pfizer/BioNTech,531892
Lithuania,4/20/2021,Moderna,62925
Lithuania,4/20/2021,Oxford/AstraZeneca,190227
Lithuania,4/20/2021,Pfizer/BioNTech,543818
Lithuania,4/21/2021,Moderna,66984
Lithuania,4/21/2021,Oxford/AstraZeneca,190854
Lithuania,4/21/2021,Pfizer/BioNTech,565236
Lithuania,4/22/2021,Moderna,70662
Lithuania,4/22/2021,Oxford/AstraZeneca,192802
Lithuania,4/22/2021,Pfizer/BioNTech,584271
Romania,12/27/2020,Moderna,0
Romania,12/27/2020,Oxford/AstraZeneca,0
Romania,12/27/2020,Pfizer/BioNTech,965
Romania,12/28/2020,Moderna,0
Romania,12/28/2020,Oxford/AstraZeneca,0
Romania,12/28/2020,Pfizer/BioNTech,2066
Romania,12/29/2020,Moderna,0
Romania,12/29/2020,Oxford/AstraZeneca,0
Romania,12/29/2020,Pfizer/BioNTech,2778
Romania,12/30/2020,Moderna,0
Romania,12/30/2020,Oxford/AstraZeneca,0
Romania,12/30/2020,Pfizer/BioNTech,5666
Romania,12/31/2020,Moderna,0
Romania,12/31/2020,Oxford/AstraZeneca,0
Romania,12/31/2020,Pfizer/BioNTech,10289
Romania,1/1/2021,Moderna,0
